6;225;0;579;202.06805849075317
9;159;0;1101;613.5051786899567
11;553;0;1575;1150.4618937969208
15;277;0;2169;2264.866887331009
17;411;0;2714;3302.4098784923553
21;828;0;3308;5246.140310049057


